file,point_x,point_y,kind 
106_6,224,254,termination
106_6,340,132,bifurcation
106_6,205,307,termination
106_6,145,290,bifurcation
106_7,168,333,bifurcation
106_7,190,316,bifurcation
106_7,383,130,termination
106_7,171,314,bifurcation
106_7,187,246,bifurcation
106_7,193,348,bifurcation
106_7,189,324,bifurcation
106_7,181,318,bifurcation
106_7,151,254,bifurcation
106_7,305,102,bifurcation
106_7,188,305,bifurcation
106_7,373,332,termination
106_7,260,93,bifurcation
106_7,406,220,bifurcation
106_7,191,342,bifurcation
106_7,348,126,termination
106_7,155,254,bifurcation
106_7,182,351,bifurcation
106_7,350,95,termination
106_7,179,303,bifurcation
106_7,405,157,bifurcation
106_7,158,317,termination
106_7,244,174,termination
106_7,187,335,bifurcation
106_7,334,150,bifurcation
106_7,159,308,bifurcation
106_7,351,91,bifurcation
106_7,279,355,bifurcation
106_7,341,127,bifurcation
106_7,167,319,bifurcation
106_7,197,254,termination
106_7,206,321,bifurcation
106_7,157,303,bifurcation
106_7,290,204,bifurcation
106_7,175,303,bifurcation
106_7,356,106,termination
106_7,404,201,bifurcation
106_7,172,303,bifurcation
106_7,175,309,bifurcation
106_7,263,218,bifurcation
106_7,294,97,bifurcation
106_7,310,93,termination
106_7,319,105,bifurcation
106_7,287,124,bifurcation
106_7,205,331,termination
106_7,383,140,bifurcation
106_7,331,100,bifurcation
106_7,172,333,termination
106_7,351,140,bifurcation
106_7,175,332,termination
106_7,356,111,bifurcation
106_7,194,284,bifurcation
106_7,281,351,bifurcation
106_7,339,131,bifurcation
106_7,158,310,termination
106_7,174,337,termination
106_7,225,283,bifurcation
106_7,336,110,termination
106_7,172,319,bifurcation
106_7,219,275,bifurcation
106_7,297,269,bifurcation
106_7,334,140,termination
106_7,354,123,bifurcation
106_7,339,355,bifurcation
106_7,398,145,termination
106_7,166,327,bifurcation
106_7,349,101,bifurcation
106_7,173,319,bifurcation
106_7,295,109,termination
106_7,178,331,bifurcation
106_7,285,99,bifurcation
106_7,333,143,bifurcation
106_7,316,156,bifurcation
106_7,194,254,bifurcation
106_7,334,141,bifurcation
106_7,206,344,bifurcation
106_7,155,263,termination
106_7,165,316,bifurcation
106_7,173,323,termination
106_7,189,330,bifurcation
106_7,197,318,bifurcation
106_7,283,94,bifurcation
106_7,342,141,bifurcation
106_7,389,141,termination
106_7,284,352,termination
106_7,180,335,bifurcation
106_7,190,246,termination
106_7,322,94,bifurcation
106_7,292,94,bifurcation
106_7,319,94,termination
106_7,352,92,termination
106_7,187,284,bifurcation
106_7,154,257,termination
106_7,308,110,termination
106_8,189,109,termination
106_8,196,93,termination
106_8,368,113,termination
106_8,199,431,bifurcation
106_8,364,136,termination
106_8,232,435,bifurcation
106_8,321,432,termination
106_8,382,112,bifurcation
106_8,381,137,termination
106_8,359,413,termination
106_8,399,130,bifurcation
106_8,314,452,termination
106_8,399,158,bifurcation
106_8,401,163,termination
106_8,177,381,termination
106_8,399,161,bifurcation
106_8,385,126,termination
106_8,357,102,termination
106_8,383,120,termination
106_8,397,126,bifurcation
106_8,393,461,termination
106_8,383,118,bifurcation
106_8,158,132,termination
106_8,397,164,termination
106_8,212,418,termination
106_8,290,103,termination
106_8,349,449,bifurcation
106_8,223,98,termination
106_8,397,200,termination
106_8,244,114,termination
106_8,242,200,termination
106_8,366,109,termination
106_8,397,215,termination
106_8,393,116,termination
106_8,155,145,termination
106_8,296,103,termination
106_8,308,101,termination
106_8,300,108,termination
106_8,375,125,termination
106_8,398,123,termination
106_8,384,164,termination
106_8,233,104,termination
106_8,338,101,termination
106_8,398,153,bifurcation
106_8,178,383,termination
106_8,302,408,bifurcation
106_8,294,222,termination
106_8,398,156,bifurcation
106_8,175,118,termination
106_8,386,153,termination
106_8,352,82,termination
106_8,397,124,bifurcation
106_8,164,367,termination
106_8,206,105,bifurcation
106_8,245,204,termination
106_8,213,98,termination
106_8,373,287,termination
106_8,202,90,termination
106_8,382,173,bifurcation
106_8,232,284,bifurcation
106_8,341,135,termination
106_8,284,110,termination
106_8,387,111,termination
106_8,397,169,termination
106_8,169,129,termination
106_8,349,107,termination
106_8,249,101,termination
106_8,302,98,termination
106_8,382,170,termination
106_8,207,102,termination
106_8,304,277,bifurcation
106_8,363,117,termination
106_8,160,131,termination
106_8,383,112,bifurcation
106_8,304,98,termination
106_8,388,183,termination
106_8,345,142,termination
106_8,364,117,termination
106_8,318,98,termination
106_8,388,127,bifurcation
107_1,385,1,bifurcation
107_1,387,211,termination
107_1,286,110,termination
107_1,382,213,bifurcation
107_1,365,256,termination
107_1,381,204,bifurcation
107_1,382,223,bifurcation
107_1,352,172,termination
107_1,385,221,termination
107_1,202,224,termination
107_1,390,205,bifurcation
107_1,282,110,termination
107_1,381,232,termination
107_1,385,5,bifurcation
107_1,369,97,termination
107_1,388,202,bifurcation
107_1,231,85,bifurcation
107_1,388,188,bifurcation
107_1,374,6,bifurcation
107_1,381,191,bifurcation
107_1,385,204,bifurcation
107_1,271,110,termination
107_1,198,224,termination
107_1,369,257,termination
107_1,210,106,termination
107_2,369,278,termination
107_2,317,230,termination
107_2,265,210,bifurcation
107_2,262,315,bifurcation
107_2,259,137,bifurcation
107_2,367,189,termination
107_2,274,236,bifurcation
107_2,350,241,termination
107_2,374,286,termination
107_2,268,316,bifurcation
107_2,253,314,bifurcation
107_2,374,190,bifurcation
107_2,257,319,bifurcation
107_2,262,314,bifurcation
107_2,321,229,termination
107_2,381,122,termination
107_2,365,202,termination
107_2,277,265,termination
107_2,279,267,bifurcation
107_2,337,283,termination
107_2,359,266,termination
107_2,271,311,bifurcation
107_2,255,314,bifurcation
107_2,268,320,bifurcation
107_2,306,157,bifurcation
107_2,373,282,termination
107_2,313,270,bifurcation
107_2,372,286,bifurcation
107_2,357,270,termination
107_2,379,119,bifurcation
107_2,252,300,bifurcation
107_2,270,302,termination
107_2,352,236,termination
107_2,364,245,termination
107_2,235,301,bifurcation
107_2,372,95,bifurcation
107_2,273,190,termination
107_2,360,246,bifurcation
107_2,381,330,bifurcation
107_2,381,108,bifurcation
107_2,376,157,termination
107_2,255,305,bifurcation
107_2,365,238,termination
107_2,381,92,termination
107_3,479,101,bifurcation
107_3,462,76,bifurcation
107_3,467,403,bifurcation
107_3,367,252,termination
107_3,446,391,bifurcation
107_3,236,407,termination
107_3,288,265,termination
107_3,461,405,bifurcation
107_3,366,284,termination
107_3,439,411,termination
107_3,288,283,termination
107_3,474,95,bifurcation
107_3,475,419,bifurcation
107_3,483,109,termination
107_3,477,94,bifurcation
107_3,235,397,bifurcation
107_3,481,416,termination
107_3,405,313,termination
107_3,329,68,termination
107_3,446,61,bifurcation
107_3,306,413,bifurcation
107_3,477,419,bifurcation
107_3,485,383,termination
107_3,237,397,bifurcation
107_3,481,406,termination
107_3,459,261,termination
107_3,331,258,termination
107_3,348,238,termination
107_3,323,269,termination
107_3,223,398,bifurcation
107_3,493,191,bifurcation
107_3,296,256,termination
107_3,352,277,termination
107_3,383,384,termination
107_3,349,342,bifurcation
107_3,302,260,termination
107_3,493,377,termination
107_3,348,297,termination
107_3,350,239,termination
107_3,301,408,termination
107_3,373,280,termination
107_3,404,112,bifurcation
107_3,459,423,termination
107_3,494,143,bifurcation
107_3,462,418,termination
107_3,377,73,bifurcation
107_3,494,367,bifurcation
107_3,365,280,termination
107_3,374,299,termination
107_3,481,413,termination
107_3,366,219,termination
107_3,364,254,termination
107_3,461,404,termination
107_4,279,365,termination
107_4,239,211,termination
107_4,264,262,termination
107_4,174,335,bifurcation
107_4,303,315,bifurcation
107_4,175,333,bifurcation
107_4,186,70,termination
107_4,189,65,bifurcation
107_4,257,288,termination
107_4,324,215,bifurcation
107_4,254,277,bifurcation
107_4,320,208,bifurcation
107_4,200,46,bifurcation
107_4,320,206,bifurcation
107_4,176,86,bifurcation
107_4,337,33,bifurcation
107_4,343,33,termination
107_4,358,381,termination
107_4,359,65,termination
107_4,321,313,termination
107_4,185,37,bifurcation
107_4,347,61,bifurcation
107_4,368,189,bifurcation
107_4,296,287,bifurcation
107_4,346,46,bifurcation
107_4,188,60,bifurcation
107_4,350,384,bifurcation
107_4,318,217,bifurcation
107_4,305,316,termination
107_4,366,78,bifurcation
107_4,209,98,bifurcation
107_4,163,375,termination
107_4,211,33,bifurcation
107_4,322,206,bifurcation
107_4,256,58,termination
107_4,209,80,bifurcation
107_4,369,82,termination
107_4,306,319,termination
107_4,219,88,bifurcation
107_4,199,44,termination
107_4,351,49,termination
107_4,254,275,termination
107_4,184,61,termination
107_4,347,38,termination
107_4,181,67,bifurcation
107_4,180,78,bifurcation
107_4,183,67,bifurcation
107_4,353,56,termination
107_4,366,92,termination
107_4,202,33,bifurcation
107_4,209,83,bifurcation
107_4,364,84,bifurcation
107_4,328,99,bifurcation
107_4,168,381,termination
107_4,367,367,bifurcation
107_4,190,83,termination
107_4,175,328,bifurcation
107_4,346,88,bifurcation
107_4,368,368,termination
107_4,256,60,bifurcation
107_4,368,348,termination
107_5,380,346,termination
107_5,182,300,termination
107_5,227,17,termination
107_5,317,364,bifurcation
107_5,241,110,termination
107_5,398,305,termination
107_5,383,327,bifurcation
107_5,326,157,termination
107_5,382,123,termination
107_5,308,364,bifurcation
107_5,397,309,termination
107_5,400,295,termination
107_5,301,107,termination
107_5,388,130,termination
107_5,395,302,bifurcation
107_5,315,173,bifurcation
107_5,229,358,bifurcation
107_5,178,293,bifurcation
107_5,265,147,bifurcation
107_5,236,14,termination
107_5,385,334,termination
107_5,238,16,bifurcation
107_5,399,247,bifurcation
107_5,347,127,termination
107_5,333,354,termination
107_5,199,364,bifurcation
107_5,363,20,termination
107_5,399,303,bifurcation
107_5,397,245,bifurcation
107_5,208,362,bifurcation
107_5,397,61,bifurcation
107_5,397,236,termination
107_5,394,288,bifurcation
107_5,398,83,bifurcation
107_5,267,17,termination
107_5,214,57,bifurcation
107_5,398,72,bifurcation
107_5,257,78,termination
107_5,382,334,bifurcation
107_5,376,34,termination
107_5,339,228,termination
107_5,263,152,bifurcation
107_5,400,302,termination
107_5,183,288,bifurcation
107_5,381,117,bifurcation
107_5,301,110,bifurcation
107_5,399,246,bifurcation
107_5,185,127,bifurcation
107_5,306,103,termination
107_5,243,175,termination
107_5,186,330,bifurcation
107_5,373,318,bifurcation
107_6,382,341,bifurcation
107_6,398,318,bifurcation
107_6,155,362,bifurcation
107_6,219,249,termination
107_6,429,271,bifurcation
107_6,424,268,termination
107_6,428,270,termination
107_6,175,370,bifurcation
107_6,417,45,termination
107_6,357,296,termination
107_6,284,187,bifurcation
107_6,429,56,termination
107_6,384,332,termination
107_6,373,366,bifurcation
107_6,367,371,bifurcation
107_6,396,326,bifurcation
107_6,193,398,termination
107_6,299,323,termination
107_6,428,255,bifurcation
107_6,401,191,bifurcation
107_6,155,412,bifurcation
107_6,345,393,termination
107_6,321,224,termination
107_6,382,343,bifurcation
107_6,407,315,bifurcation
107_6,194,115,termination
107_6,370,364,termination
107_6,281,188,bifurcation
107_6,383,339,bifurcation
107_6,432,62,termination
107_6,433,241,bifurcation
107_6,400,325,termination
107_6,431,271,bifurcation
107_6,335,403,bifurcation
107_6,416,277,termination
107_6,354,383,bifurcation
107_6,383,350,bifurcation
107_6,390,334,bifurcation
107_6,160,395,bifurcation
107_6,375,308,termination
107_6,344,398,termination
107_6,433,250,termination
107_6,421,284,bifurcation
107_6,357,384,termination
107_6,428,275,bifurcation
107_6,418,284,termination
107_6,379,350,bifurcation
107_6,359,379,bifurcation
107_6,283,281,bifurcation
107_6,421,222,bifurcation
107_6,432,254,termination
107_6,317,230,termination
107_6,395,331,termination
107_6,376,366,termination
107_6,433,261,termination
107_6,392,334,termination
107_6,413,268,bifurcation
107_6,351,386,bifurcation
107_6,415,268,termination
107_6,431,265,bifurcation
107_6,429,273,bifurcation
107_6,379,364,termination
107_6,413,274,termination
107_6,421,83,bifurcation
107_6,360,380,termination
107_6,388,330,bifurcation
107_6,364,374,bifurcation
107_6,372,363,bifurcation
107_7,304,254,termination
107_7,288,247,termination
107_7,392,50,termination
107_7,318,248,bifurcation
107_7,364,253,bifurcation
107_7,317,241,termination
107_7,357,303,termination
107_7,251,27,bifurcation
107_7,398,304,bifurcation
107_7,292,315,bifurcation
107_7,374,252,bifurcation
107_7,367,229,bifurcation
107_7,235,259,bifurcation
107_7,243,283,bifurcation
107_7,323,294,bifurcation
107_7,382,108,bifurcation
107_7,238,281,termination
107_7,365,184,termination
107_7,379,270,termination
107_7,412,284,bifurcation
107_7,244,302,bifurcation
107_7,382,238,termination
107_7,382,281,termination
107_7,271,286,bifurcation
107_7,365,30,termination
107_7,365,182,bifurcation
107_7,295,254,termination
107_7,285,303,bifurcation
107_7,290,291,bifurcation
107_7,336,290,bifurcation
107_7,408,268,termination
107_7,419,271,bifurcation
107_7,255,266,bifurcation
107_7,367,260,bifurcation
107_7,291,255,bifurcation
107_7,243,281,bifurcation
107_7,234,33,termination
107_7,248,284,bifurcation
107_7,398,239,bifurcation
107_7,239,319,bifurcation
107_7,384,57,bifurcation
107_7,250,29,termination
107_7,388,293,bifurcation
107_7,369,270,termination
107_7,285,314,termination
107_7,357,181,bifurcation
107_7,234,81,bifurcation
107_7,382,245,bifurcation
107_7,370,255,bifurcation
107_7,365,323,termination
107_7,235,258,bifurcation
107_7,188,276,bifurcation
107_7,262,77,termination
107_7,288,41,termination
107_7,392,290,bifurcation
107_7,214,51,termination
107_7,255,203,bifurcation
107_7,240,35,termination
107_7,318,233,termination
107_7,383,253,bifurcation
107_7,209,49,termination
107_7,405,267,bifurcation
107_7,416,81,bifurcation
107_7,351,236,bifurcation
107_7,289,248,bifurcation
107_7,289,283,bifurcation
107_7,263,221,termination
107_7,395,222,bifurcation
107_7,190,315,termination
107_7,396,311,termination
107_7,303,279,bifurcation
107_7,207,311,bifurcation
107_7,178,287,termination
107_7,270,308,bifurcation
107_7,252,236,bifurcation
107_7,227,62,termination
107_7,389,236,termination
107_7,269,241,termination
107_7,233,262,bifurcation
107_7,373,237,termination
107_7,303,297,bifurcation
107_7,203,127,bifurcation
107_7,386,221,termination
107_7,407,318,termination
107_7,402,62,termination
107_7,331,198,termination
107_7,221,322,termination
107_7,311,36,termination
107_7,185,285,termination
107_7,382,74,termination
107_7,380,259,bifurcation
107_7,408,284,bifurcation
107_7,380,239,bifurcation
107_7,384,306,bifurcation
107_7,287,43,bifurcation
107_7,275,271,termination
107_7,216,53,bifurcation
107_7,413,136,termination
107_7,205,138,bifurcation
107_7,303,282,bifurcation
107_7,383,38,bifurcation
107_7,269,245,bifurcation
107_7,391,73,bifurcation
107_7,207,64,termination
107_7,381,268,termination
107_7,191,122,termination
107_7,315,230,termination
107_7,374,302,bifurcation
107_7,260,95,bifurcation
107_7,378,238,termination
107_7,387,182,termination
107_7,318,237,bifurcation
107_7,382,190,bifurcation
107_7,411,77,termination
107_7,253,227,bifurcation
107_7,367,227,bifurcation
107_7,405,299,bifurcation
107_7,384,309,bifurcation
107_7,230,261,termination
107_7,403,318,bifurcation
107_7,342,67,termination
107_7,190,134,bifurcation
107_7,333,81,bifurcation
107_7,286,316,bifurcation
107_7,399,322,bifurcation
107_7,327,286,termination
107_7,189,274,termination
107_7,346,223,termination
107_7,294,299,bifurcation
107_7,382,103,termination
107_7,192,317,bifurcation
107_7,275,38,termination
107_7,241,252,termination
107_7,234,261,bifurcation
107_7,396,268,bifurcation
107_7,220,316,bifurcation
107_7,383,55,termination
107_7,421,190,termination
107_7,364,251,bifurcation
107_7,264,315,termination
107_7,255,270,bifurcation
107_7,297,267,bifurcation
107_7,381,247,termination
107_7,359,286,termination
107_7,270,59,termination
107_7,370,271,bifurcation
107_7,383,221,bifurcation
107_7,363,27,bifurcation
107_7,357,317,termination
107_7,262,286,termination
107_7,285,252,bifurcation
107_7,293,186,termination
107_7,381,255,bifurcation
107_7,368,17,termination
107_7,316,237,bifurcation
107_7,413,100,termination
107_7,233,317,bifurcation
107_7,257,302,termination
107_7,285,298,bifurcation
107_7,403,307,bifurcation
107_7,223,318,termination
107_7,381,271,bifurcation
107_7,222,58,termination
107_7,381,263,termination
107_7,394,284,termination
107_7,370,237,bifurcation
107_7,272,296,bifurcation
107_7,416,98,bifurcation
107_7,268,296,bifurcation
107_7,205,122,termination
107_7,265,235,bifurcation
107_7,351,272,bifurcation
107_7,277,232,bifurcation
107_7,391,303,bifurcation
107_7,391,299,bifurcation
107_7,294,279,bifurcation
107_7,414,221,termination
107_7,277,272,bifurcation
107_7,301,303,termination
107_7,371,304,bifurcation
107_7,355,303,bifurcation
107_7,222,80,bifurcation
107_7,374,301,termination
107_7,318,246,termination
107_7,420,304,termination
107_7,178,302,bifurcation
107_7,265,318,termination
107_7,291,270,termination
107_7,404,272,bifurcation
107_7,415,276,bifurcation
107_7,378,259,bifurcation
107_7,281,172,bifurcation
107_7,238,318,bifurcation
107_7,253,300,termination
107_7,250,235,bifurcation
107_7,243,13,termination
107_7,375,74,termination
107_7,398,253,bifurcation
107_7,380,256,bifurcation
107_7,410,298,bifurcation
107_7,232,260,bifurcation
107_7,308,269,termination
107_7,319,289,bifurcation
107_7,409,138,bifurcation
107_7,416,94,bifurcation
107_7,365,287,bifurcation
107_7,329,286,bifurcation
107_7,304,271,bifurcation
107_7,398,294,bifurcation
107_7,281,284,bifurcation
107_7,396,304,bifurcation
107_7,334,79,termination
107_7,305,283,termination
107_7,412,305,bifurcation
107_7,185,127,termination
107_7,296,268,termination
107_7,333,237,bifurcation
107_7,366,35,termination
107_7,299,271,bifurcation
107_7,359,254,bifurcation
107_7,406,138,bifurcation
107_7,383,271,bifurcation
107_7,256,93,termination
107_7,304,269,bifurcation
107_7,370,220,bifurcation
107_7,381,269,bifurcation
107_7,398,302,bifurcation
107_7,271,60,bifurcation
107_7,253,316,bifurcation
107_7,288,252,bifurcation
107_7,364,295,bifurcation
107_7,364,302,bifurcation
107_7,289,226,bifurcation
107_7,286,283,bifurcation
107_7,365,233,termination
107_7,370,62,bifurcation
107_7,343,237,bifurcation
107_7,250,60,bifurcation
107_7,380,257,bifurcation
107_7,397,262,termination
107_7,247,302,termination
107_7,313,301,termination
107_7,270,311,termination
107_7,376,234,termination
107_7,294,293,bifurcation
107_7,195,136,bifurcation
107_7,355,317,bifurcation
107_7,262,58,termination
107_7,301,255,termination
107_7,178,286,termination
107_7,356,286,bifurcation
107_7,207,89,termination
107_7,262,49,termination
107_7,383,46,bifurcation
107_7,383,269,bifurcation
107_7,287,270,bifurcation
107_7,186,286,bifurcation
107_7,245,319,bifurcation
107_7,380,323,bifurcation
107_7,191,277,bifurcation
107_7,292,36,termination
107_7,233,260,bifurcation
107_7,363,270,bifurcation
107_7,299,264,bifurcation
107_7,340,74,termination
107_7,398,325,termination
107_7,394,73,bifurcation
107_7,261,238,bifurcation
107_8,353,173,termination
107_8,255,60,termination
107_8,427,269,bifurcation
107_8,356,426,termination
107_8,275,379,termination
107_8,309,403,termination
107_8,300,37,termination
107_8,352,68,termination
107_8,288,46,bifurcation
107_8,429,82,termination
107_8,434,84,bifurcation
107_8,194,167,termination
107_8,318,217,termination
107_8,404,65,termination
107_8,283,428,bifurcation
107_8,317,366,termination
107_8,194,397,termination
107_8,412,90,termination
107_8,353,381,termination
107_8,249,51,termination
107_8,363,438,termination
107_8,401,298,termination
107_8,202,146,termination
107_8,249,124,termination
107_8,201,122,termination
107_8,237,355,termination
107_8,222,72,termination
107_8,356,297,termination
107_8,452,142,bifurcation
107_8,410,347,termination
107_8,338,50,termination
107_8,345,433,termination
107_8,367,386,termination
107_8,438,384,termination
107_8,335,201,bifurcation
107_8,344,452,termination
107_8,224,78,termination
107_8,398,288,termination
107_8,309,238,termination
107_8,405,59,termination
107_8,221,78,bifurcation
107_8,225,368,bifurcation
107_8,402,373,termination
107_8,266,413,termination
107_8,304,298,bifurcation
107_8,413,53,termination
107_8,273,372,termination
107_8,439,355,termination
107_8,251,67,termination
107_8,271,386,termination
107_8,296,52,termination
107_8,211,413,termination
107_8,349,449,bifurcation
107_8,446,106,bifurcation
107_8,408,90,termination
107_8,299,323,termination
107_8,206,114,termination
107_8,365,243,termination
107_8,323,356,termination
107_8,425,283,termination
107_8,353,417,termination
107_8,400,265,termination
107_8,221,60,bifurcation
107_8,300,252,termination
107_8,213,69,termination
107_8,436,358,termination
107_8,240,147,termination
107_8,413,76,termination
107_8,386,286,termination
107_8,413,203,bifurcation
107_8,314,106,termination
107_8,397,307,termination
107_8,397,366,bifurcation
107_8,432,109,termination
107_8,290,46,termination
107_8,402,257,termination
107_8,396,287,bifurcation
107_8,450,339,termination
107_8,309,298,bifurcation
107_8,283,383,termination
107_8,207,126,termination
107_8,231,72,termination
107_8,301,57,termination
107_8,305,54,termination
107_8,356,406,termination
107_8,242,390,termination
107_8,445,192,bifurcation
107_8,447,180,termination
107_8,362,438,bifurcation
107_8,446,226,termination
107_8,431,124,termination
107_8,243,141,termination
107_8,285,382,termination
107_8,268,378,termination
107_8,233,62,termination
107_8,313,99,termination
107_8,272,81,termination
107_8,238,41,termination
107_8,410,369,termination
107_8,450,129,bifurcation
107_8,418,88,termination
107_8,239,56,termination
107_8,195,163,termination
107_8,321,50,termination
107_8,375,225,termination
107_8,398,366,termination
107_8,228,58,termination
107_8,274,80,termination
107_8,379,295,termination
107_8,398,339,termination
107_8,282,383,termination
107_8,238,62,termination
107_8,294,31,termination
107_8,237,378,termination
107_8,300,40,termination
107_8,447,118,bifurcation
107_8,350,175,termination
107_8,368,238,termination
107_8,359,82,termination
107_8,290,449,termination
107_8,343,444,bifurcation
107_8,332,194,bifurcation
107_8,293,31,termination
107_8,271,367,termination
107_8,324,82,termination
107_8,261,58,termination
107_8,359,385,termination
107_8,256,67,termination
107_8,354,217,termination
107_8,221,57,termination
107_8,273,365,termination
107_8,271,418,termination
107_8,410,76,termination
107_8,405,365,termination
107_8,414,193,termination
107_8,348,191,bifurcation
107_8,400,271,termination
107_8,349,373,termination
107_8,413,268,termination
107_8,304,110,termination
107_8,380,17,termination
107_8,300,394,bifurcation
107_8,299,39,bifurcation
107_8,232,47,bifurcation
107_8,307,101,termination
107_8,411,292,termination
107_8,452,137,bifurcation
107_8,238,61,termination
107_8,253,386,termination
107_8,328,379,termination
107_8,335,398,termination
107_8,228,49,termination
107_8,432,352,termination
107_8,450,367,termination
107_8,428,171,bifurcation
107_8,354,426,termination
107_8,419,90,termination
107_8,233,43,termination
107_8,296,420,termination
107_8,301,73,termination
107_8,207,405,termination
107_8,317,213,bifurcation
107_8,366,280,bifurcation
107_8,399,362,termination
107_8,205,400,termination
107_8,317,94,termination
107_8,290,93,termination
107_8,404,251,termination
107_8,228,200,termination
107_8,361,367,termination
107_8,302,109,bifurcation
107_8,228,32,termination
107_8,320,85,termination
107_8,319,273,bifurcation
107_8,206,140,termination
107_8,446,281,termination
107_8,397,296,termination
107_8,427,271,termination
107_8,205,401,termination
107_8,298,359,termination
107_8,313,400,termination
108_1,381,31,bifurcation
108_1,384,52,termination
108_1,393,46,termination
108_1,396,145,bifurcation
108_1,402,20,termination
108_1,381,197,bifurcation
108_1,390,6,termination
108_1,315,40,bifurcation
108_1,385,46,termination
108_1,399,151,bifurcation
108_1,298,4,termination
108_1,350,197,bifurcation
108_1,395,172,termination
108_1,386,36,termination
108_1,398,145,bifurcation
108_1,389,58,termination
108_1,318,78,termination
108_1,328,62,bifurcation
108_1,395,24,termination
108_1,249,95,bifurcation
108_1,397,137,bifurcation
108_1,333,73,termination
108_1,383,197,termination
108_1,343,34,termination
108_1,401,127,bifurcation
108_1,397,134,termination
108_1,331,66,termination
108_1,361,104,termination
108_1,345,184,termination
108_1,381,37,termination
108_1,394,47,bifurcation
108_1,296,9,bifurcation
108_1,398,17,termination
108_1,395,151,bifurcation
108_1,333,75,termination
108_1,397,45,termination
108_1,399,130,termination
108_1,335,60,bifurcation
108_2,399,320,termination
108_2,373,304,termination
108_2,397,328,termination
108_2,385,337,bifurcation
108_2,363,268,bifurcation
108_2,344,268,bifurcation
108_2,335,238,termination
108_2,261,316,termination
108_2,397,327,termination
108_2,382,349,termination
108_2,385,356,termination
108_2,333,243,termination
108_2,383,332,bifurcation
108_2,379,345,bifurcation
108_2,405,144,termination
108_2,333,246,bifurcation
108_2,264,292,termination
108_2,352,267,bifurcation
108_2,403,318,bifurcation
108_2,391,129,termination
108_2,353,267,bifurcation
108_2,385,335,bifurcation
108_2,381,337,bifurcation
108_3,384,387,termination
108_3,351,94,bifurcation
108_3,399,354,termination
108_3,205,100,bifurcation
108_3,379,357,termination
108_3,383,91,termination
108_3,303,94,bifurcation
108_3,297,334,termination
108_3,379,395,termination
108_3,400,347,termination
108_3,300,325,termination
108_3,363,94,termination
108_3,385,375,termination
108_3,290,335,termination
108_3,384,363,termination
108_3,337,108,bifurcation
108_3,333,308,bifurcation
108_3,316,304,termination
108_3,398,359,termination
108_3,366,291,termination
108_3,351,93,bifurcation
108_3,397,215,termination
108_3,388,268,termination
108_3,349,299,bifurcation
108_3,346,301,termination
108_3,381,385,termination
108_3,393,159,bifurcation
108_3,338,290,termination
108_3,332,114,termination
108_3,384,381,termination
108_3,399,221,termination
108_3,401,148,bifurcation
108_3,347,306,termination
108_3,386,373,termination
108_3,338,308,bifurcation
108_3,333,310,termination
108_3,299,105,termination
108_3,382,387,bifurcation
108_3,300,333,termination
108_3,397,360,termination
108_3,318,297,termination
108_3,395,210,bifurcation
108_3,357,93,termination
108_3,335,91,termination
108_3,401,352,termination
108_3,369,188,bifurcation
108_3,332,288,termination
108_4,424,317,termination
108_4,302,224,termination
108_4,311,196,termination
108_4,430,108,bifurcation
108_4,417,288,termination
108_4,290,89,termination
108_4,301,233,termination
108_4,407,349,termination
108_4,409,204,termination
108_4,318,216,termination
108_4,342,216,termination
108_4,404,235,termination
108_4,300,237,bifurcation
108_4,414,77,bifurcation
108_4,414,342,termination
108_4,409,346,bifurcation
108_4,429,299,bifurcation
108_4,414,334,termination
108_4,319,219,bifurcation
108_4,411,247,termination
108_4,399,61,bifurcation
108_4,398,58,termination
108_4,431,115,bifurcation
108_4,412,222,termination
108_4,402,345,termination
108_4,414,227,termination
108_4,411,237,termination
108_4,317,220,termination
108_4,416,238,termination
108_4,414,79,bifurcation
108_4,404,290,termination
108_4,312,254,termination
108_4,430,122,termination
108_4,427,299,bifurcation
108_4,427,308,bifurcation
108_4,414,344,termination
108_4,242,280,termination
108_4,385,347,bifurcation
108_4,398,63,bifurcation
108_4,385,353,bifurcation
108_4,416,77,termination
108_4,329,150,termination
108_4,423,294,bifurcation
108_4,416,82,termination
108_4,430,126,bifurcation
108_4,300,223,bifurcation
108_4,304,232,termination
108_4,411,347,termination
108_5,244,233,termination
108_5,332,119,termination
108_5,366,188,termination
108_5,346,131,termination
108_5,367,193,bifurcation
108_5,355,157,termination
108_5,148,81,termination
108_5,365,184,termination
108_5,254,268,bifurcation
108_5,344,211,termination
108_5,337,125,termination
108_5,256,261,termination
108_5,335,123,termination
108_5,335,125,bifurcation
108_5,367,190,bifurcation
108_5,162,128,termination
108_5,322,229,bifurcation
108_5,296,82,termination
108_5,336,211,termination
108_5,303,94,bifurcation
108_5,351,156,bifurcation
108_5,174,144,termination
108_5,254,267,termination
108_5,311,97,termination
108_5,294,129,termination
108_5,351,158,bifurcation
108_5,347,216,termination
108_5,268,276,bifurcation
108_5,321,109,termination
108_5,368,181,termination
108_5,334,127,bifurcation
108_5,341,141,bifurcation
108_5,366,311,termination
108_5,350,147,bifurcation
108_5,364,181,bifurcation
108_5,130,88,termination
108_5,367,180,bifurcation
108_6,351,85,termination
108_6,180,271,termination
108_6,116,284,bifurcation
108_6,358,217,bifurcation
108_6,326,109,bifurcation
108_6,148,81,termination
108_6,169,81,bifurcation
108_6,131,127,bifurcation
